hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_group	gene_group_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	lncipedia	gtrnadb	agr	mane_select	gencc
HGNC:6450	KRT33A	keratin 33A	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	"Ha-3I|Krt1-3"	hard keratin type I 3I	KRTHA3A	"keratin, hair, acidic, 3A|keratin 33A, type I"	Keratins, type I	608	2004-10-20	2006-07-17	2016-03-09	2023-01-20	3883	ENSG00000006059	OTTHUMG00000133432	uc002hwk.3	Y16788	NM_004138	CCDS11388	O76009	"7565656|16831889"	MGI:1919138	RGD:1306249			602761																				HGNC:6450	"ENST00000007735.4|NM_004138.4"	
HGNC:6451	KRT33B	keratin 33B	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	Ha-3II	hard keratin type I 3II	KRTHA3B	"keratin, hair, acidic, 3B|keratin 33B, type I"	Keratins, type I	608	1998-04-21	2006-07-17	2016-03-09	2023-01-20	3884	ENSG00000131738	OTTHUMG00000133429	uc002hwl.4	X82634	NM_002279	CCDS11389	Q14525	"7565656|16831889"	MGI:1309991				602762																				HGNC:6451	"ENST00000251646.8|NM_002279.5"	
HGNC:6452	KRT34	keratin 34	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	Ha-4	hard keratin type I 4	KRTHA4	"keratin, hair, acidic, 4|keratin 34, type I"	Keratins, type I	608	1998-04-21	2006-07-17	2016-03-09	2023-01-20	3885	ENSG00000131737	OTTHUMG00000133436	uc002hwm.4	Y16790	NM_021013	CCDS11390	O76011	"2431943|9756910|16831889"	MGI:1309994	RGD:1306530			602763																				HGNC:6452	"ENST00000394001.3|NM_001386014.1"	
HGNC:6453	KRT35	keratin 35	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	Ha-5	hard keratin type I 5	KRTHA5	"keratin, hair, acidic, 5|keratin 35, type I"	Keratins, type I	608	1998-04-21	2006-07-17	2016-03-09	2023-01-20	3886	ENSG00000197079	OTTHUMG00000133425	uc002hws.4	X90762	NM_002280	CCDS11394	Q92764	"8823373|16831889"	MGI:1858899	RGD:1305300			602764																				HGNC:6453	"ENST00000246639.7|NM_002280.6"	
HGNC:6454	KRT36	keratin 36	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2			KRTHA6	"keratin, hair, acidic, 6|keratin 36, type I"	Keratins, type I	608	1998-11-11	2006-07-17	2016-03-09	2023-01-20	8689	ENSG00000126337	OTTHUMG00000133431	uc002hwt.3	Y16792	NM_003771	CCDS11395	O76013	"9756910|16831889"	MGI:109364	RGD:1305792			604540																				HGNC:6454	"ENST00000328119.11|NM_003771.5"	
HGNC:6455	KRT37	keratin 37	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2			KRTHA7	"keratin, hair, acidic, 7|keratin 37, type I"	Keratins, type I	608	1998-11-11	2006-07-17	2016-03-09	2023-01-20	8688	ENSG00000108417	OTTHUMG00000133606	uc002hwp.2	Y16793	NM_003770	CCDS32653	O76014	"9756910|16831889"					604541																				HGNC:6455	"ENST00000225550.4|NM_003770.5"	
HGNC:6456	KRT38	keratin 38	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2			KRTHA8	"keratin, hair, acidic, 8|keratin 38, type I"	Keratins, type I	608	1998-11-11	2006-07-17	2016-03-09	2023-01-20	8687	ENSG00000171360	OTTHUMG00000133439	uc002hwq.2	Y16794	NM_006771	CCDS11392	O76015	"9756910|16831889"					604542																				HGNC:6456	"ENST00000246646.4|NM_006771.4"	
HGNC:32971	KRT39	keratin 39	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	KA35			keratin 39, type I	Keratins, type I	608	2006-07-17		2016-03-09	2023-01-20	390792	ENSG00000196859	OTTHUMG00000133424	uc002hvo.1	AJ786657	NM_213656	CCDS11382	Q6A163	16831889	MGI:3588208	RGD:1303032			616678																				HGNC:32971	"ENST00000355612.7|NM_213656.4"	
HGNC:26707	KRT40	keratin 40	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	"FLJ36600|KA36"			keratin 40, type I	Keratins, type I	608	2006-07-17		2016-03-09	2023-01-20	125115	ENSG00000204889	OTTHUMG00000133596	uc010cxh.2	AK093919	NM_182497	CCDS42320	Q6A162	16831889	MGI:3629968	RGD:1359145			616679																				HGNC:26707	"ENST00000377755.9|NM_001389244.1"	
HGNC:6457	KRT41P	keratin 41, pseudogene	pseudogene	pseudogene	Approved	17q21.2	17q21.2	"phihHaA|HHaA"		KRTHAP1	"keratin, hair, acidic pseudogene 1|keratin 41 pseudogene"			1998-11-11	2006-07-17	2021-08-25	2021-08-25	8686	ENSG00000225438	OTTHUMG00000133601		Y16795	NG_000018			"9756910|16831889"											PGOHUM00000237073														HGNC:6457		
HGNC:27581	KRT42P	keratin 42, pseudogene	pseudogene	pseudogene	Approved	17q21.2	17q21.2				keratin 42 pseudogene			2006-07-17		2021-08-25	2021-08-25	284116	ENSG00000214514	OTTHUMG00000152412		AK095281	NR_033415			16831889											PGOHUM00000237076														HGNC:27581		
HGNC:48870	KRT43P	keratin 43, pseudogene	pseudogene	pseudogene	Approved	17q21.2	17q21.2				keratin 43 pseudogene			2013-06-19		2022-03-24	2022-03-24	100418861	ENSG00000236473	OTTHUMG00000133683			NG_026184														PGOHUM00000237075														HGNC:48870		
HGNC:28927	KRT71	keratin 71	protein-coding gene	gene with protein product	Approved	12q13.13	12q13.13	"KRT6IRS|KRT6IRS1|K6IRS1"			keratin 71, type II	Keratins, type II	609	2006-07-17		2016-03-09	2023-01-20	112802	ENSG00000139648	OTTHUMG00000167831	uc001sao.3	AJ308600	NM_033448	CCDS8831	Q3SY84	"11982755|12648212|16831889"	MGI:1861586	RGD:1584538			608245					319038															HGNC:28927	"ENST00000267119.6|NM_033448.3"	HGNC:28927
HGNC:28932	KRT72	keratin 72	protein-coding gene	gene with protein product	Approved	12q13.13	12q13.13	"K6IRS2|KRT6IRS2|KRT6|K6irs"			keratin 72, type II	Keratins, type II	609	2006-07-17		2016-03-09	2023-01-20	140807	ENSG00000170486	OTTHUMG00000169744	uc001saq.2	AY033495	NM_080747	"CCDS53795|CCDS8833"	Q14CN4	"12648212|11703281|16831889"	MGI:2146034	RGD:1303216			608246																				HGNC:28932	"ENST00000293745.7|NM_080747.3"	
HGNC:28928	KRT73	keratin 73	protein-coding gene	gene with protein product	Approved	12q13.13	12q13.13	"KRT6IRS3|K6IRS3"			keratin 73, type II	Keratins, type II	609	2006-07-17		2016-03-09	2023-01-20	319101	ENSG00000186049	OTTHUMG00000169746	uc001sas.3	AJ508776	NM_175068	CCDS8834	Q86Y46	"12648212|16831889"	MGI:3607712	RGD:1359597			608247																				HGNC:28928	"ENST00000305748.7|NM_175068.3"	
HGNC:49607	KRT73-AS1	KRT73 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	12q13.13	12q13.13					Antisense RNAs	1987	2014-01-24			2014-01-24	100127967	ENSG00000257495	OTTHUMG00000169745		AK128146	NR_126005																										KRT73-AS1		HGNC:49607		
HGNC:28929	KRT74	keratin 74	protein-coding gene	gene with protein product	Approved	12q13.13	12q13.13	"K6IRS4|KRT5C|KRT6IRS4"			keratin 74, type II	Keratins, type II	609	2006-07-17		2016-03-09	2023-01-20	121391	ENSG00000170484	OTTHUMG00000169658	uc001sap.1	BK000977	NM_175053	CCDS8832	Q7RTS7	"12648212|16831889"	MGI:3629975				608248					229791															HGNC:28929	"ENST00000305620.3|NM_175053.4"	HGNC:28929
HGNC:24431	KRT75	keratin 75	protein-coding gene	gene with protein product	Approved	12q13.13	12q13.13	K6HF			keratin 75, type II	Keratins, type II	609	2006-07-17		2016-03-09	2023-01-20	9119	ENSG00000170454	OTTHUMG00000169592	uc001saj.3	Y19212	NM_004693	CCDS8827	O95678	"9856802|10692104|16831889"	MGI:1923500	RGD:1359576			609025																				HGNC:24431	"ENST00000252245.6|NM_004693.3"	
HGNC:24430	KRT76	keratin 76	protein-coding gene	gene with protein product	Approved	12q13.13	12q13.13	"HUMCYT2A|KRT2B|KRT2P"			keratin 76, type II	Keratins, type II	609	2006-07-17		2016-03-09	2023-01-20	51350	ENSG00000185069	OTTHUMG00000169797	uc001sax.3	M99063	NM_015848	CCDS8838	Q01546	"1282112|16831889"	MGI:1924305	RGD:1303078			616671																				HGNC:24430	"ENST00000332411.2|NM_015848.4"	
HGNC:20411	KRT77	keratin 77	protein-coding gene	gene with protein product	Approved	12q13.13	12q13.13			KRT1B	"keratin 1B|keratin 77, type II"	Keratins, type II	609	2003-02-04	2006-07-17	2016-03-09	2023-01-20	374454	ENSG00000189182	OTTHUMG00000169450	uc001saw.4	BK000975	NM_175078	CCDS8837	Q7Z794	"11683385|16831889"	MGI:3588209	RGD:1302968			611158																				HGNC:20411	"ENST00000341809.8|NM_175078.3"	
HGNC:28926	KRT78	keratin 78	protein-coding gene	gene with protein product	Approved	12q13.13	12q13.13	K5B			keratin 78, type II	Keratins, type II	609	2006-07-17		2016-03-09	2023-01-20	196374	ENSG00000170423	OTTHUMG00000169880	uc001sbc.1	AK096419	NM_173352	"CCDS8840|CCDS73473"	Q8N1N4	16831889	MGI:1917529	RGD:1591341			611159																				HGNC:28926	"ENST00000304620.5|NM_173352.4"	
HGNC:28930	KRT79	keratin 79	protein-coding gene	gene with protein product	Approved	12q13.13	12q13.13	"K6L|KRT6L"	keratin 6-like		keratin 79, type II	Keratins, type II	609	2007-07-03		2016-03-09	2023-01-20	338785	ENSG00000185640	OTTHUMG00000169878	uc001sbb.4	AJ564105	NM_175834	CCDS8839	Q5XKE5	11683385	MGI:2385030	RGD:1583372			611160																				HGNC:28930	"ENST00000330553.6|NM_175834.3"	
HGNC:27056	KRT80	keratin 80	protein-coding gene	gene with protein product	Approved	12q13.13	12q13.13	KB20			keratin 80, type II	Keratins, type II	609	2006-07-17		2016-03-09	2023-01-20	144501	ENSG00000167767	OTTHUMG00000150193	uc001rzx.3	BX537567	NM_182507	"CCDS41784|CCDS8821"	Q6KB66	16831889	MGI:1921377	RGD:1359177			611161																				HGNC:27056	"ENST00000394815.3|NM_182507.3"	
HGNC:6458	KRT81	keratin 81	protein-coding gene	gene with protein product	Approved	12q13.13	12q13.13	Hb-1	hard keratin type II 1	KRTHB1	"keratin, hair, basic, 1|keratin 81, type II"	Keratins, type II	609	1998-04-21	2006-07-17	2016-03-09	2023-01-20	3887	ENSG00000205426	OTTHUMG00000167574	uc001sab.4	X81420	NM_002281	CCDS31805	Q14533	"7556444|16831889"	MGI:1928858	RGD:1303316			602153					122928															HGNC:6458	"ENST00000327741.9|NM_002281.4"	HGNC:6458
HGNC:6459	KRT82	keratin 82	protein-coding gene	gene with protein product	Approved	12q13.13	12q13.13	Hb-2	hard keratin type II 2	KRTHB2	"keratin, hair, basic, 2|keratin 82, type II"	Keratins, type II	609	1998-04-21	2006-07-17	2016-03-09	2023-01-20	3888	ENSG00000161850	OTTHUMG00000169636	uc001sai.2	Y19207	NM_033033	CCDS8826	Q9NSB4	"2431943|16831889"	MGI:2149248	RGD:1359276			601078																				HGNC:6459	"ENST00000257974.3|NM_033033.4"	
HGNC:6460	KRT83	keratin 83	protein-coding gene	gene with protein product	Approved	12q13.13	12q13.13	Hb-3	hard keratin type II	KRTHB3	"keratin, hair, basic, 3|keratin 83, type II"	Keratins, type II	609	1998-04-21	2006-07-17	2016-03-09	2023-01-20	3889	ENSG00000170523	OTTHUMG00000169632	uc001saf.2	X99141	NM_002282	CCDS8823	P78385	"9084137|16831889"	"MGI:3665486|MGI:3690448"	RGD:1303024	LRG_1302|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_1302.xml		602765					122932															HGNC:6460	"ENST00000293670.3|NM_002282.3"	HGNC:6460
HGNC:6461	KRT84	keratin 84	protein-coding gene	gene with protein product	Approved	12q13.13	12q13.13	Hb-4	hard keratin type II 4	KRTHB4	"keratin, hair, basic, 4|keratin 84, type II"	Keratins, type II	609	1998-04-21	2006-07-17	2016-03-09	2023-01-20	3890	ENSG00000161849	OTTHUMG00000169634	uc001sah.2	Y19209	NM_033045	CCDS8825	Q9NSB2	"2431943|16831889"	MGI:96700	RGD:1359402			602766																				HGNC:6461	"ENST00000257951.3|NM_033045.4"	
HGNC:6462	KRT85	keratin 85	protein-coding gene	gene with protein product	Approved	12q13.13	12q13.13	Hb-5	hard keratin type II	KRTHB5	"keratin, hair, basic, 5|keratin 85, type II"	Keratins, type II	609	1998-04-21	2006-07-17	2016-03-09	2023-01-20	3891	ENSG00000135443	OTTHUMG00000169633	uc001sag.4	X99140	NM_002283	"CCDS73472|CCDS8824"	P78386	"9084137|16831889"	MGI:1859268	RGD:1303149			602767					122936															HGNC:6462	"ENST00000257901.7|NM_002283.4"	HGNC:6462
HGNC:6463	KRT86	keratin 86	protein-coding gene	gene with protein product	Approved	12q13	12q13	"MNX|Hb6"	hard keratin type II 6	KRTHB6	"keratin, hair, basic, 6 (monilethrix)|keratin 86, type II"	Keratins, type II	609	1998-04-21	2006-07-17	2016-03-10	2023-01-20	3892	ENSG00000170442	OTTHUMG00000184153	uc009zmg.3	X99142	NM_002284	CCDS41785	O43790	"9241275|16831889"	MGI:109362	RGD:1303215			601928					122940															HGNC:6463	"ENST00000423955.7|NM_001320198.2"	HGNC:6463
HGNC:30198	KRT87P	keratin 87, pseudogene	pseudogene	pseudogene	Approved	12q13.13	12q13.13	psihHbD		"KRTHBP4|KRT121P"	"keratin, hair, basic pseudogene 4|keratin 121 pseudogene|keratin 87 pseudogene"			2004-02-03	2014-01-24	2021-08-26	2021-08-26	85349	ENSG00000135477	OTTHUMG00000165548		Y19216	NG_000944		A6NCN2	"10692104|16831889"	MGI:3665486																								HGNC:30198		
HGNC:30197	KRT88P	keratin 88, pseudogene	pseudogene	pseudogene	Approved	12q13	12q13	HBC		"KRTHBP3|KRT122P"	"keratin, hair, basic pseudogene 3|keratin 122 pseudogene|keratin 88 pseudogene"			2004-02-03	2014-01-24	2022-03-23	2022-03-23	85348	ENSG00000284883			Y19215	NG_000943			"10692104|16831889"	MGI:1913572	RGD:1305207																							HGNC:30197		
HGNC:30196	KRT89P	keratin 89, pseudogene	pseudogene	pseudogene	Approved	12q13.13	12q13.13	psihHbB		"KRTHBP2|KRT123P"	"keratin, hair, basic pseudogene 2|keratin 123 pseudogene|keratin 89 pseudogene"			2004-02-03	2014-01-24	2022-03-23	2022-03-23	85344	ENSG00000274928	OTTHUMG00000187921		Y19214	NG_000940			"10692104|16831889"											PGOHUM00000291666														HGNC:30196		
HGNC:30195	KRT90P	keratin 90, pseudogene	pseudogene	pseudogene	Approved	12q13.13	12q13.13	HBA		"KRTHBP1|KRT124P"	"keratin, hair, basic pseudogene 1|keratin 124 pseudogene|keratin 90 pseudogene"			2004-02-03	2014-01-24	2022-03-23	2022-03-23	85340	ENSG00000257844	OTTHUMG00000169770		Y19213	NG_000938			"10692104|16831889"	MGI:3045312	RGD:1565564									PGOHUM00000261132														HGNC:30195		
HGNC:48875	KRT125P	keratin 125, pseudogene	pseudogene	pseudogene	Approved	12q13.13	12q13.13				keratin 125 pseudogene			2013-06-15		2022-03-24	2022-03-24	100418828	ENSG00000258036	OTTHUMG00000169753			NG_024014														PGOHUM00000239460														HGNC:48875		
HGNC:32970	KRT126P	keratin 126, pseudogene	pseudogene	pseudogene	Approved	12q13.13	12q13.13				keratin 126 pseudogene			2006-07-17		2022-03-24	2022-03-24	643865	ENSG00000257402	OTTHUMG00000169751		BK003989	XM_927136			16831889											PGOHUM00000239459														HGNC:32970		
HGNC:40019	KRT127P	keratin 127, pseudogene	pseudogene	pseudogene	Approved	12q13.13	12q13.13			KRT3P1	"keratin 3 pseudogene 1|keratin 127 pseudogene"			2011-05-03	2013-06-20	2022-03-24	2022-03-24	100418779	ENSG00000257125	OTTHUMG00000169768			NG_024015														PGOHUM00000239462														HGNC:40019		
HGNC:48882	KRT128P	keratin 128, pseudogene	pseudogene	pseudogene	Approved	12q13.13	12q13.13				keratin 128 pseudogene			2013-06-25	2014-01-24	2022-03-24	2022-03-24	106480238	ENSG00000258120	OTTHUMG00000169747			NG_043793														PGOHUM00000239458														HGNC:48882		
HGNC:28695	KRT222	keratin 222	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	"KA21|MGC45562"		KRT222P	keratin 222 pseudogene	Keratins	1109	2006-07-17	2009-08-25	2016-03-10	2023-01-20	125113	ENSG00000213424	OTTHUMG00000133374	uc002hvc.3	AK092967	NM_152349	CCDS11371	Q8N1A0	16831889	MGI:2442728	RGD:1560383																							HGNC:28695	"ENST00000394052.5|NM_152349.3"	
HGNC:32968	KRT223P	keratin 223, pseudogene	pseudogene	pseudogene	Approved	17q21.2	17q21.2				keratin 223 pseudogene			2006-07-17		2020-09-24	2020-09-24	643115	ENSG00000229028	OTTHUMG00000133585			NG_009669			"16831889|31358806"											PGOHUM00000237070														HGNC:32968		
HGNC:55253	KRT224P	keratin 224, pseudogene	pseudogene	pseudogene	Approved	17q21.2	17q21.2							2020-09-24			2020-09-24	118732296	ENSG00000224244				NG_084025			31358806																											
HGNC:16772	KRTAP1-1	keratin associated protein 1-1	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	"KAP1.1B|HB2A|KAP1.1|KAP1.1A"				Keratin associated proteins	619	2002-08-09			2023-01-20	81851	ENSG00000188581	OTTHUMG00000133592	uc060faj.1	AJ406926	NM_030967	CCDS42324	Q07627	11279113	"MGI:1916914|MGI:3650443|MGI:3651229"				608819																				HGNC:16772	"ENST00000306271.5|NM_030967.3"	
HGNC:16771	KRTAP1-3	keratin associated protein 1-3	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	KAP1.3				Keratin associated proteins	619	2002-08-09			2023-01-20	81850	ENSG00000221880	OTTHUMG00000133583	uc002hvv.4	AJ406927	NM_030966	CCDS42323	Q8IUG1	11279113	"MGI:1916914|MGI:3650443|MGI:3651229"				608820																				HGNC:16771	"ENST00000344363.7|NM_030966.2"	
HGNC:18904	KRTAP1-4	keratin associated protein 1-4	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	KAP1.4				Keratin associated proteins	619	2002-08-09			2023-01-20	728255	ENSG00000204887	OTTHUMG00000133631	uc031raf.2	AC007455	NM_001257305	CCDS58548	P0C5Y4		"MGI:1916914|MGI:3650443|MGI:3651229"	RGD:1598224			608821																				HGNC:18904	"ENST00000377747.5|NM_001257305.2"	
HGNC:16777	KRTAP1-5	keratin associated protein 1-5	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	KAP1.5				Keratin associated proteins	619	2002-08-09			2023-01-20	83895	ENSG00000221852	OTTHUMG00000133587	uc002hvu.4	AJ406928	NM_031957	CCDS42321	Q9BYS1	11279113	"MGI:1916914|MGI:3650443|MGI:3651229"	RGD:2324575			608822																				HGNC:16777	"ENST00000361883.6|NM_031957.2"	
HGNC:16775	KRTAP2-1	keratin associated protein 2-1	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	KAP2.1A				Keratin associated proteins	619	2002-08-09			2023-01-20	81872	ENSG00000212725	OTTHUMG00000171405	uc010cxi.4	AJ296345	NM_001123387	CCDS42325	Q9BYU5	11279113	MGI:3652059	RGD:1561281																							HGNC:16775	"ENST00000391419.3|NM_001123387.1"	
HGNC:18905	KRTAP2-2	keratin associated protein 2-2	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	KAP2.2				Keratin associated proteins	619	2002-08-09			2023-01-20	728279	ENSG00000214518	OTTHUMG00000133593	uc010cxj.4	AJ302536	NM_033032	CCDS54122	Q9BYT5		"MGI:1918703|MGI:3651231|MGI:3651233|MGI:3652059"																								HGNC:18905	"ENST00000398477.1|NM_033032.3"	
HGNC:18906	KRTAP2-3	keratin associated protein 2-3	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	KAP2.3				Keratin associated proteins	619	2002-08-09			2023-01-20	730755	ENSG00000212724	OTTHUMG00000133655	uc002hvx.4	BC012486	NM_001165252	CCDS54123	P0C7H8		"MGI:1918703|MGI:3651231|MGI:3651233"																								HGNC:18906	"ENST00000391418.3|NM_001165252.2"	
HGNC:18891	KRTAP2-4	keratin associated protein 2-4	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	KAP2.4				Keratin associated proteins	619	2002-08-09			2023-01-20	85294	ENSG00000213417	OTTHUMG00000133594	uc002hvy.3	AJ406930	NM_033184	CCDS32648	Q9BYR9	11279113	"MGI:1918703|MGI:3651231|MGI:3651233"	RGD:1561684																							HGNC:18891	"ENST00000394015.3|NM_033184.4"	
HGNC:18920	KRTAP2-5P	keratin associated protein 2-5, pseudogene	pseudogene	pseudogene	Approved	17q21.2	17q21.2	KAP2A		KRTAP2P1	keratin associated protein 2 pseudogene 1	Keratin associated proteins	619	2002-08-09	2010-01-06	2010-01-06	2010-09-30	85343	ENSG00000237230	OTTHUMG00000133635		AC025904	NG_000939														PGOHUM00000237388														HGNC:18920		
HGNC:16778	KRTAP3-1	keratin associated protein 3-1	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	KAP3.1				Keratin associated proteins	619	2002-08-09			2023-01-20	83896	ENSG00000212901	OTTHUMG00000133595	uc002hvt.2	AJ406931	NM_031958	CCDS32645	Q9BYR8	11279113	MGI:1916723	RGD:1596817																							HGNC:16778	"ENST00000391588.3|NM_031958.2"	
HGNC:16779	KRTAP3-2	keratin associated protein 3-2	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	KAP3.2				Keratin associated proteins	619	2002-08-09			2023-01-20	83897	ENSG00000212900	OTTHUMG00000133581	uc002hvs.4	AJ406932	NM_031959	CCDS32644	Q9BYR7	11279113	MGI:1913630	RGD:1596828																							HGNC:16779	"ENST00000391587.3|NM_031959.3"	
HGNC:18890	KRTAP3-3	keratin associated protein 3-3	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	KAP3.3				Keratin associated proteins	619	2002-08-09			2023-01-20	85293	ENSG00000212899	OTTHUMG00000133591	uc002hvr.1	AJ406933	NM_033185	CCDS32643	Q9BYR6	11279113	MGI:1913630	RGD:1307504																							HGNC:18890	"ENST00000391586.3|NM_033185.3"	
HGNC:18919	KRTAP3-4P	keratin associated protein 3-4, pseudogene	pseudogene	pseudogene	Approved	17q21.2	17q21.2	KAP3A		KRTAP3P1	keratin associated protein 3 pseudogene 1	Keratin associated proteins	619	2002-08-09	2010-01-06	2010-01-06	2012-03-14	85345	ENSG00000226776	OTTHUMG00000133637		AC007455	NG_000941														PGOHUM00000237072														HGNC:18919		
HGNC:18907	KRTAP4-1	keratin associated protein 4-1	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	"KAP4.1|KAP4.10"		KRTAP4-10	keratin associated protein 4-10	Keratin associated proteins	619	2002-08-09			2023-01-20	85285	ENSG00000198443	OTTHUMG00000132081	uc060fau.1	AC006070	NM_033060	CCDS92305	Q9BYQ7	11279113	MGI:3651030																								HGNC:18907	"ENST00000398472.2|NM_001386841.1"	
HGNC:18900	KRTAP4-2	keratin associated protein 4-2	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	KAP4.2				Keratin associated proteins	619	2002-08-09			2023-01-20	85291	ENSG00000244537	OTTHUMG00000133437	uc002hwd.3	AJ406934	NM_033062	CCDS11384	Q9BYR5	11279113																									HGNC:18900	"ENST00000377726.3|NM_033062.4"	
HGNC:18908	KRTAP4-3	keratin associated protein 4-3	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	KAP4.3				Keratin associated proteins	619	2002-08-09			2023-01-20	85290	ENSG00000196156	OTTHUMG00000133639	uc010cxl.4	AJ406935	NM_033187	CCDS42331	Q9BYR4		"MGI:1916018|MGI:1916714|MGI:3650329|MGI:3651030|MGI:3652060|MGI:3652177|MGI:3652306|MGI:3652308|MGI:3705237|MGI:3709346"																								HGNC:18908	"ENST00000391356.4|NM_033187.2"	
HGNC:16928	KRTAP4-4	keratin associated protein 4-4	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	"KAP4.4|KAP4.13"		KRTAP4-13	keratin associated protein 4-13	Keratin associated proteins	619	2002-08-09			2023-01-20	84616	ENSG00000171396	OTTHUMG00000133428	uc002hwc.4	AJ406936	NM_032524	CCDS11383	Q9BYR3	11279113	"MGI:1923694|MGI:3622079"																								HGNC:16928	"ENST00000390661.5|NM_032524.2"	
HGNC:18899	KRTAP4-5	keratin associated protein 4-5	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	KAP4.5				Keratin associated proteins	619	2002-08-09			2023-01-20	85289	ENSG00000198271	OTTHUMG00000133638	uc060fat.1	AJ406937	NM_033188	CCDS32650	Q9BYR2	11279113	"MGI:1923694|MGI:3650330|MGI:3651823"																								HGNC:18899	"ENST00000343246.6|NM_033188.4"	
HGNC:18909	KRTAP4-6	keratin associated protein 4-6	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	"KAP4.6|KAP4.15"		KRTAP4-15	keratin associated protein 4-15	Keratin associated proteins	619	2002-08-09			2023-01-20	81871	ENSG00000198090	OTTHUMG00000133634	uc060fas.1	AJ406938	NM_030976	CCDS54125	Q9BYQ5		"MGI:1923694|MGI:3651823"	RGD:2318949																							HGNC:18909	"ENST00000345847.5|NM_030976.2"	
HGNC:18898	KRTAP4-7	keratin associated protein 4-7	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	KAP4.7				Keratin associated proteins	619	2002-08-09			2023-01-20	100132476	ENSG00000240871	OTTHUMG00000133582	uc010wfn.3	AJ406939	NM_033061	CCDS45673	Q9BYR0	11279113	"MGI:1923694|MGI:3651823"																								HGNC:18898	"ENST00000391417.6|NM_033061.4"	
HGNC:17230	KRTAP4-8	keratin associated protein 4-8	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	KAP4.8				Keratin associated proteins	619	2002-08-09			2023-01-20	728224	ENSG00000204880	OTTHUMG00000133580	uc060fao.1	AJ406940	NM_031960	CCDS45674	Q9BYQ9	11279113	MGI:3650330	RGD:1566146																							HGNC:17230	"ENST00000333822.5|NM_031960.3"	
HGNC:18910	KRTAP4-9	keratin associated protein 4-9	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	KAP4.9				Keratin associated proteins	619	2002-08-09			2023-01-20	100132386	ENSG00000212722	OTTHUMG00000133584	uc010wfp.3	AJ406941	NM_001146041	CCDS54124	Q9BYQ8		"MGI:1916018|MGI:1916714|MGI:3652177|MGI:3652308|MGI:3705237|MGI:3709346"																								HGNC:18910	"ENST00000391415.2|NM_001146041.1"	
HGNC:18911	KRTAP4-11	keratin associated protein 4-11	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	"KAP4.11|KAP4.14"		KRTAP4-14	keratin associated protein 4-14	Keratin associated proteins	619	2002-08-09			2023-01-20	653240	ENSG00000212721	OTTHUMG00000133586	uc002hvz.5	AC025904	NM_033059	CCDS45675	Q9BYQ6		"MGI:1923694|MGI:3650330|MGI:3651823"																								HGNC:18911	"ENST00000391413.4|NM_033059.4"	
